mi1mg1,name1,team2,name2,team3,name3,team4,name4,itemcode,mi1mlb,BrandNameDescr
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211130,Καφές στιγμής,3360013,ΚΑΦΕΣ JACOBS ΣΤΙΓΜΑΙΟΣ ΚΑΡΑΜΕΛΑ FLAVOURS  66γρ.,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211130,Καφές στιγμής,3360021,ΚΑΦΕΣ JACOBS ΣΤΙΓΜΑΙΟΣ ΚΡΕΜΑ IRISH FLAVOUR 66γρ.,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211130,Καφές στιγμής,3616331,NESCAFE CLASSIC 150ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211130,Καφές στιγμής,3635109,NESCAFE GOLD BLEND 200ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211130,Καφές στιγμής,3646320,ΚΑΦΕΣ DOUWE EGBERTS ΦΟΥΝΤΟΥΚΙ 100ΓΡ,DOUWE EGBERTS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211130,Καφές στιγμής,3646346,ΚΑΦΕΣ DOUWE EGBERTS SMOOTH CARAMEL 100ΓΡ,DOUWE EGBERTS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211130,Καφές στιγμής,3663770,"NESCAFE 1,1ΚΙΛΟ",NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,0595884,ΚΑΦΕΣ ILLY ESPRESSO 250γρ. ΜΕΤΑΛΛΙΚΟ,ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,0595892,ΚΑΦΕΣ ILLY ΕΣΠΡΕΣΣΟ 125γρ. ΜΕΤΑΛΛΙΚΟ ΚΟΥΤΙ,ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,1319110,NESCAFE CAPPUCCINO DECAF 125γρ. 10ΦΑΚΕΛΑΚΙΑ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,1319128,NESCAFE CAPPUCCINO FRESH LOCK 250γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,1504398,ΚΑΦΕΣ ILLY ESPRESSO DECAFEINATED 250γρ.,ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,1958941,NESCAFE LATTE CARAMEL 8ΦΑΚΕΛΑΚΙΑ 136γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,2016780,JACOBS CAPPUCCINO 144γρ.,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,2105047,ΚΑΦΕΣ ILLY ESPRESSO ΣΠΥΡΙ 250γρ.,ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,2127132,ΚΑΦΕΣ JACOBS ESPRESSO BOX 250ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,2339380,NESCAFE CAPPUCCINO 10ΦΑΚΕΛΑΚΙΑ 140γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,2722841,JACOBS ESPRESSO ΔΥΝΑΤΟΣ 225ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3285178,NESCAFE CAPPUCCINO ΔΥΝΑΤΟΣ 8ΦΑΚΕΛΑΚΙΑ 116γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3285962,NESCAFE MOCHA 8ΦΑΚΕΛΑΚΙΑ 144ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3287992,ΚΑΦΕΣ ESPRESSO DIMELLO FORZA ΑΛΕΣΜΕΝΟΣ 250γρ.,DIMELLO ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3288024,ΚΑΦΕΣ ESPRESSO DIMELLO MEZZO ΑΛΕΣΜΕΝΟΣ 250γρ.,DIMELLO ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3306917,NESCAFE AZERA ESPRESSO 100γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3349412,"NESCAFE AZERA ESPRESSO STICK 2,5ΓΡ 20ΤΕΜΑΧΙΑ",NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3360864,ΚΑΦΕΣ ILLY ESPRESSO ΑΛΕΣΜΕΝΟΣ SOFT CAN 200ΓΡ,ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3609625,ΚΑΦΕΣ JACOBS ΣΤΙΓΜΙΑΙΟΣ CAPPUCINO CHOCO MILKA STICKS 10TΕΜΑΧΙΑx18ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3609666,ΚΑΦΕΣ JACOBS ΣΤΙΓΜΙΑΙΟΣ CAPPUCCINO 220ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3643970,"JACOBS ICED CAPPUCCINO SALT CARAMEL ST-0,80Ε 8TΕΜ 142ΓΡ",JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3644002,"JACOBS ICED CAPPUCCINO ORIGINAL ST-0,80Ε 8TΕΜ 142ΓΡ",JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3646239,ΚΑΦΕΣ ESPRESSO DOUWE EGBERTS 95ΓΡ,DOUWE EGBERTS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3646296,ΚΑΦΕΣ ESPRESSO DOUWE EGBERTS 185ΓΡ,DOUWE EGBERTS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3646742,ΚΑΦΕΣ LOR ESPRESSO RISTRETTO 250ΓΡ,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3666195,ΚΑΦΕΣ ESPRESSO DIMELLO AROMA ΑΛΕΣΜΕΝΟΣ -1E 250ΓΡ,DIMELLO ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3671948,STARBUCKS PIKE PLACES WHOLE BEANS 200ΓΡ,STARBUCKS ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211140,Καφές καπουτσίνο-εσπρέσο,3671955,STARBUCKS ESPRESSO BLONDE WHOLE BEANS 200ΓΡ,STARBUCKS ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,2426211,ILLY ESPRESSO IPER HOME ΚΑΨΟΥΛΕΣ 21ΤΕΜΑΧΙΑ,ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,2606192,"ΚΑΦΕΣ ILLY ESPRESSO DECAF 21ΤΕΜΑΧΙΑ 140,7γρ.",ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,2652790,NESCAFE DOLCE GUSTO ESPRES LUNGO 16TΕΜ 112ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,2655082,TASSIMO JACOBS CAPPUCCINO 260γρ.,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,2693091,TASSIMO JACOBS ESPRESSO FREDDO 144ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,2701951,"ΚΑΦΕΣ ILLY ESPRESSO IPER HOME GUATEMALA 140,7γρ. 21ΤΕΜΑΧΙΑ MONOARABICA",ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,2701969,"ΚΑΦΕΣ ILLY ESPRESSO SCURO 21ΤΕΜΑΧΙΑ 140,7γρ.",ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3052768,"ΚΑΦΕΣ ILLY ESPRESSO COLOMBIA 21ΤΕΜΑΧΙΑ 140,7γρ.",ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3136553,NESCAFE DOLCE GUSTO ESPRESSO BAR 16TΕΜΑΧΙΑ 120γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3175239,NESCAFE DOLCE GUSTO DECAFFEINATED ESPESSO RED 16ΚΑΨΟΥΛΕΣ 96ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3192432,"ΚΑΦΕΣ ILLY ESPRESSO LUNGO 21ΤΕΜΑΧΙΑ 140,7γρ.",ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3197076,NESCAFE DOLCE GUSTO ESPRESSO RISTRETTO ARDENZA 16Τ 112ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3214780,NESCAFE DOLCE GUSTO VANILLA LATE MACCHIATO 16ΤΕΜΑΧΙΑ 188γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3248390,NESCAFE DOLCE GUSTO BUONDI ESPRESSO 10TΕΜΑΧΙΑ 70γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3248416,NESCAFE DOLCE GUSTO ESPRESSO LUNGO 10TΕΜΑΧΙΑ 70γρ.,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3294279,ΚΑΦΕΣ LOR ESPRESSO RISTRETTO CAPS 10ΤΕΜΑΧΙΑ 52γρ.,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3294287,ΚΑΦΕΣ LOR CAPS RISTRETTO DECAFFEINATO UTZ 10ΤΕΜΑΧΙΑ 52γρ.,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3294295,ΚΑΦΕΣ LOR ESPRESSO SONTUOSO CAPS 10ΤΕΜΑΧΙΑ 52γρ.,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3294303,ΚΑΦΕΣ LOR CAPS LUNGO PROFONDO UTZ 10ΤΕΜΑΧΙΑ 52γρ.,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3294311,ΚΑΦΕΣ LOR ESPRESSO SUPREMO CAPS 10ΤΕΜΑΧΙΑ 52γρ.,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3294352,ΚΑΦΕΣ LOR ESPRESSO FORZA CAPS 10ΤΕΜΑΧΙΑ 52γρ.,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3294360,ΚΑΦΕΣ LOR ESPRESSO ONYX CAPS 10ΤΕΜΑΧΙΑ 52γρ.,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3296126,ΚΑΦΕΣ TASSIMO LOR ESPRESSO FORZA 96ΓΡ,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3296167,"ΚΑΦΕΣ TASSIMO LOR ESPRESSO DECAF 105,6ΓΡ",L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3306628,JACOBS CAPSULES ESPRESSO INTENSO 10TΕΜΑΧΙΑ 52γρ.,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3306636,JACOBS CAPSULES ESPRESSO RISTRETTO 10TΕΜ 52ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3306644,JACOBS CAPSULES LUNGO INTENSO 10TΕΜΑΧΙΑ 52γρ.,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3311503,NESCAFE DOLCE GUSTO CHOCOCCINO ΜΕΡΙΔΕΣ 16T 256ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3324357,ΚΑΦΕΣ ILLY ESPRESSO SINGLE PORTION SCURO ΚΑΨΟΥΛΕΣ 18Τ 140ΓΡ,ILLY
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3394756,NESCAFE DOLCE GUSTO ESPRESSO PERU 12Τ 84ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3394764,NESCAFE DOLCE GUSTΟ ESPRESSO LUNGO COLOMBIA 12Τ 84ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3571817,NESCAFE DOLCE GUSTO ESPRESSO HONDURΑS 12T 72ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3580313,JACOBS CAPS ESPRESSO DGC 14TΕΜΑΧΙΑ 84ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3580446,JACOBS CAPS ESPRESSO CAPPUCINO DGC 7TΕΜ+7TΕΜ 168ΓΡ,JACOBS
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3600848,NESCAFE DOLCE GUSTO CAPPUCCINO ΜΕΡΙΔΕΣ 16T 186ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3607603,ΚΑΦΕΣ LOR ESPRESSO OR ABSOLU CAPS 10ΤΕΜΑΧΙΑ 52ΓΡ,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3607645,ΚΑΦΕΣ LOR ESPRESSO RISTRETTO CAPS 20ΤΕΜΑΧΙΑ 104ΓΡ,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3634771,NESCAFE DOLCE GUSTO ESPR INTENSO 10T 70ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3634854,NESCAFE DOLCE GUSTO ESPRESSO INTENSO 16TΕΜΑΧΙΑ 112ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3634870,NESCAFE DOLCE GUSTO ESPRESSO BARISTA 16TΕΜ 112ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3636990,ΚΑΦΕΣ LOR CAPS LUNGO PROFONDO UTZ 20ΤΕΜ 104ΓΡ,L΄OR ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3648045,NESCAFE DOLCE GUSTO FREDDO ESPRESSO ΚΑΨΟΥΛΕΣ 16T 128ΓΡ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3664646,NESCAFE DOLCE GUSTO LUNGO INTENSO 16T 144Γ,NESCAFE
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3666849,καφές ESPRESSO dimello ristretto κάψουλες 10τεμ 56γρ,DIMELLO ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3666971,ΚΑΦΕΣ ESPRESSO DIMELLO INTENSO ΚΑΨΟΥΛΕΣ 10ΤEM 56ΓΡ,DIMELLO ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3667128,ΚΑΦΕΣ ESPRESSO DIMELLO FORTE LUNGO ΚΑΨΟΥΛΕΣ 10ΤΕΜ 56ΓΡ,DIMELLO ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3667177,ΚΑΦΕΣ ESPRESSO DIMELLO VELLUTO LUNGO ΚΑΨΟΥΛΕΣ 10ΤΕΜ 56ΓΡ,DIMELLO ΚΑΦΕΔΕΣ
02,ΜΗ ΑΛΛΟΙΩΣΙΜΑ,0221,ΠΑΝΤΟΠΩΛΕΙΟ,022111,ΚΑΦΕΔΕΣ,02211145,Κάψουλες καφέ-ροφημάτων,3667219,ΚΑΦΕΣ ESPRESSO DIMELLO ALLEGRO ΚΑΨΟΥΛΕΣ 10ΤΕΜ 54ΓΡ,DIMELLO ΚΑΦΕΔΕΣ
